request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_118,737.38,affordable_with_plan,installments,2024-12-10:41.47|2025-01-07:41.47|2025-02-04:41.47|2025-03-04:41.47|2025-04-01:41.47|2025-04-29:41.47|2025-05-27:41.47|2025-06-24:41.47|2025-07-22:41.47|2025-08-19:41.47|2025-09-16:41.47|2025-10-14:41.47|2025-11-11:41.47|2025-12-09:41.47|2026-01-06:41.47|2026-02-03:41.47|2026-03-03:41.47|2026-03-31:41.47|2026-04-28:41.47|2026-05-26:41.47|2026-06-23:41.47,2024-12-07,none,"Use 21 installments of EUR 41.47, starting 07 December 2024. This leaves at least EUR 1372.63 available."
request_119,130764.65,affordable_with_plan,installments,2025-05-11:14923.33|2025-06-10:14923.33|2025-07-10:14923.33|2025-08-09:14923.33|2025-09-08:14923.33|2025-10-08:14923.33|2025-11-07:14923.33|2025-12-07:14923.33|2026-01-06:14923.33|2026-02-05:14923.33|2026-03-07:14923.33|2026-04-06:14923.33|2026-05-06:14923.33|2026-06-05:14923.33|2026-07-05:14923.33,,none,"Use 15 installments of INR 14923.33, starting today. This leaves at least INR 237331.02 available."
request_120,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 20050300.00 minimum protected.
request_121,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the USD 800.00 minimum protected.
request_122,20537923.83,affordable_with_plan,installments,2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33,2025-08-05,none,"Use 3 installments of IDR 7126773.33, starting 05 August 2025. This leaves at least IDR 34496925.00 available."
request_123,4072019.53,affordable_with_plan,partial_payment,2026-01-07:4072019.53|2026-01-07:3980.47,2026-01-07,none,"Pay IDR 4072019.53 today, and the rest later. This protects the IDR 18091200.00 minimum."
request_124,2049.26,affordable_with_plan,installments,2024-06-18:174.43|2024-07-16:174.43|2024-08-13:174.43|2024-09-10:174.43|2024-10-08:174.43|2024-11-05:174.43|2024-12-03:174.43|2024-12-31:174.43|2025-01-28:174.43|2025-02-25:174.43|2025-03-25:174.43|2025-04-22:174.43|2025-05-20:174.43|2025-06-17:174.43|2025-07-15:174.43|2025-08-12:174.43|2025-09-09:174.43|2025-10-07:174.43|2025-11-04:174.43|2025-12-02:174.43|2025-12-30:174.43,,none,"Use 21 installments of EUR 174.43, starting today. This leaves at least EUR 3126.27 available."
request_125,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the ZAR 11300.00 minimum protected.
request_126,159444.14,affordable_with_plan,installments,2026-07-06:10108.00|2026-08-06:10108.00|2026-09-06:10108.00|2026-10-07:10108.00|2026-11-07:10108.00|2026-12-08:10108.00|2027-01-08:10108.00|2027-02-08:10108.00|2027-03-11:10108.00|2027-04-11:10108.00|2027-05-12:10108.00|2027-06-12:10108.00|2027-07-13:10108.00|2027-08-13:10108.00|2027-09-13:10108.00|2027-10-14:10108.00|2027-11-14:10108.00|2027-12-15:10108.00,2026-07-03,none,"Use 18 installments of INR 10108.00, starting 03 July 2026. This leaves at least INR 372851.00 available."
request_127,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the ZAR 41000.00 minimum protected.
request_128,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the ZAR 42600.00 minimum protected.
request_129,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the USD 800.00 minimum protected.
request_130,915.97,affordable_with_plan,installments,2024-12-09:111.19|2025-01-06:111.19|2025-02-03:111.19|2025-03-03:111.19|2025-03-31:111.19|2025-04-28:111.19|2025-05-26:111.19|2025-06-23:111.19|2025-07-21:111.19|2025-08-18:111.19|2025-09-15:111.19|2025-10-13:111.19|2025-11-10:111.19|2025-12-08:111.19|2026-01-05:111.19|2026-02-02:111.19|2026-03-02:111.19|2026-03-30:111.19|2026-04-27:111.19|2026-05-25:111.19|2026-06-22:111.19,,none,"Use 21 installments of USD 111.19, starting today. This leaves at least USD 1872.70 available."
request_131,1853.39,affordable_with_plan,installments,2025-05-10:136.05|2025-06-09:136.05|2025-07-09:136.05|2025-08-08:136.05|2025-09-07:136.05|2025-10-07:136.05|2025-11-06:136.05|2025-12-06:136.05|2026-01-05:136.05|2026-02-04:136.05|2026-03-06:136.05|2026-04-05:136.05|2026-05-05:136.05|2026-06-04:136.05|2026-07-04:136.05,2025-05-03,none,"Use 15 installments of USD 136.05, starting 03 May 2025. This leaves at least USD 2979.01 available."
request_132,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the USD 1100.00 minimum protected.
request_133,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 9986200.00 minimum protected.
request_134,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 15902500.00 minimum protected.
request_135,304.5,affordable_with_plan,installments,2026-07-13:19.30|2026-08-13:19.30|2026-09-13:19.30|2026-10-14:19.30|2026-11-14:19.30|2026-12-15:19.30|2027-01-15:19.30|2027-02-15:19.30|2027-03-18:19.30|2027-04-18:19.30|2027-05-19:19.30|2027-06-19:19.30|2027-07-20:19.30|2027-08-20:19.30|2027-09-20:19.30|2027-10-21:19.30|2027-11-21:19.30|2027-12-22:19.30,2026-07-06,none,"Use 18 installments of USD 19.30, starting 06 July 2026. This leaves at least USD 983.20 available."
request_136,559.85,affordable_with_plan,partial_payment,2024-06-03:559.85|2024-06-03:0.55,2024-06-03,none,"Pay USD 559.85 today, and the rest later. This protects the USD 1100.00 minimum."
request_137,67897.27,affordable_with_plan,installments,2025-11-05:5874.00|2025-12-05:5874.00|2026-01-04:5874.00|2026-02-03:5874.00|2026-03-05:5874.00|2026-04-04:5874.00|2026-05-04:5874.00|2026-06-03:5874.00|2026-07-03:5874.00|2026-08-02:5874.00|2026-09-01:5874.00|2026-10-01:5874.00|2026-10-31:5874.00|2026-11-30:5874.00|2026-12-30:5874.00,,none,"Use 15 installments of INR 5874.00, starting today. This leaves at least INR 116264.00 available."
request_138,1209.07,affordable_with_plan,installments,2026-04-12:333.09|2026-05-12:333.09|2026-06-11:333.09|2026-07-11:333.09,,none,"Use 4 installments of EUR 333.09, starting today. This leaves at least EUR 2510.63 available."
request_139,2184.82,affordable_with_plan,installments,2024-09-11:130.14|2024-10-09:130.14|2024-11-06:130.14|2024-12-04:130.14|2025-01-01:130.14|2025-01-29:130.14|2025-02-26:130.14|2025-03-26:130.14|2025-04-23:130.14|2025-05-21:130.14|2025-06-18:130.14|2025-07-16:130.14|2025-08-13:130.14|2025-09-10:130.14|2025-10-08:130.14|2025-11-05:130.14|2025-12-03:130.14|2025-12-31:130.14|2026-01-28:130.14|2026-02-25:130.14|2026-03-25:130.14,,none,"Use 21 installments of USD 130.14, starting today. This leaves at least USD 3295.42 available."
request_140,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the ZAR 21600.00 minimum protected.
request_141,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 67300.00 minimum protected.
request_142,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the USD 1700.00 minimum protected.
request_143,8381.14,affordable_with_plan,installments,2025-05-14:922.83|2025-06-13:922.83|2025-07-13:922.83|2025-08-12:922.83|2025-09-11:922.83|2025-10-11:922.83|2025-11-10:922.83|2025-12-10:922.83|2026-01-09:922.83|2026-02-08:922.83|2026-03-10:922.83|2026-04-09:922.83|2026-05-09:922.83|2026-06-08:922.83|2026-07-08:922.83,,none,"Use 15 installments of ZAR 922.83, starting today. This leaves at least ZAR 16915.71 available."
request_144,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the USD 600.00 minimum protected.
request_145,105515.43,affordable_with_plan,installments,2024-03-06:12215.81|2024-04-03:12215.81|2024-05-01:12215.81|2024-05-29:12215.81|2024-06-26:12215.81|2024-07-24:12215.81|2024-08-21:12215.81|2024-09-18:12215.81|2024-10-16:12215.81|2024-11-13:12215.81|2024-12-11:12215.81|2025-01-08:12215.81|2025-02-05:12215.81|2025-03-05:12215.81|2025-04-02:12215.81|2025-04-30:12215.81|2025-05-28:12215.81|2025-06-25:12215.81|2025-07-23:12215.81|2025-08-20:12215.81|2025-09-17:12215.81,,none,"Use 21 installments of INR 12215.81, starting today. This leaves at least INR 212150.42 available."
request_146,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 108600.00 minimum protected.
request_147,741.37,affordable_with_plan,installments,2026-04-12:71.55|2026-05-13:71.55|2026-06-13:71.55|2026-07-14:71.55|2026-08-14:71.55|2026-09-14:71.55|2026-10-15:71.55|2026-11-15:71.55|2026-12-16:71.55|2027-01-16:71.55|2027-02-16:71.55|2027-03-19:71.55|2027-04-19:71.55|2027-05-20:71.55|2027-06-20:71.55|2027-07-21:71.55|2027-08-21:71.55|2027-09-21:71.55,,none,"Use 18 installments of EUR 71.55, starting today. This leaves at least EUR 1426.88 available."
request_148,13162.75,affordable_with_plan,installments,2024-06-21:1249.79|2024-07-19:1249.79|2024-08-16:1249.79|2024-09-13:1249.79|2024-10-11:1249.79|2024-11-08:1249.79|2024-12-06:1249.79|2025-01-03:1249.79|2025-01-31:1249.79|2025-02-28:1249.79|2025-03-28:1249.79|2025-04-25:1249.79|2025-05-23:1249.79|2025-06-20:1249.79|2025-07-18:1249.79|2025-08-15:1249.79|2025-09-12:1249.79|2025-10-10:1249.79|2025-11-07:1249.79|2025-12-05:1249.79|2026-01-02:1249.79,,none,"Use 21 installments of ZAR 1249.79, starting today. This leaves at least ZAR 29431.71 available."
request_149,36616.21,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-11-04,none,"Use 3 installments of ZAR 12706.03, starting 04 November 2025. This leaves at least ZAR 46240.29 available."
request_150,495.62,affordable_with_plan,installments,2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98,2026-01-06,none,"Use 3 installments of EUR 171.98, starting 06 January 2026. This leaves at least EUR 741.50 available."
request_151,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 31633600.00 minimum protected.
request_152,13868.44,affordable_with_plan,installments,2025-02-19:1018.01|2025-03-21:1018.01|2025-04-20:1018.01|2025-05-20:1018.01|2025-06-19:1018.01|2025-07-19:1018.01|2025-08-18:1018.01|2025-09-17:1018.01|2025-10-17:1018.01|2025-11-16:1018.01|2025-12-16:1018.01|2026-01-15:1018.01|2026-02-14:1018.01|2026-03-16:1018.01|2026-04-15:1018.01,2025-02-05,none,"Use 15 installments of ZAR 1018.01, starting 05 February 2025. This leaves at least ZAR 25314.74 available."
request_153,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the USD 1400.00 minimum protected.
request_154,1624.21,affordable_with_plan,installments,2024-12-04:563.61|2025-01-04:563.61|2025-02-04:563.61,2024-12-04,none,"Use 3 installments of EUR 563.61, starting 04 December 2024. This leaves at least EUR 2988.57 available."
request_155,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 56300.00 minimum protected.
request_156,13587.45,affordable_with_plan,installments,2026-04-17:2728.15|2026-05-18:2728.15|2026-06-18:2728.15|2026-07-19:2728.15|2026-08-19:2728.15|2026-09-19:2728.15|2026-10-20:2728.15|2026-11-20:2728.15|2026-12-21:2728.15|2027-01-21:2728.15|2027-02-21:2728.15|2027-03-24:2728.15|2027-04-24:2728.15|2027-05-25:2728.15|2027-06-25:2728.15|2027-07-26:2728.15|2027-08-26:2728.15|2027-09-26:2728.15,,none,"Use 18 installments of ZAR 2728.15, starting today. This leaves at least ZAR 32303.85 available."
request_157,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 15714100.00 minimum protected.
request_158,242363.09,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"Use 3 installments of INR 84101.33, starting 07 August 2025. This leaves at least INR 493113.11 available."
request_159,13384.92,affordable_with_plan,partial_payment,2026-01-04:13384.92|2026-01-04:13.08,2026-01-04,none,"Pay ZAR 13384.92 today, and the rest later. This protects the ZAR 8700.00 minimum."
request_160,856.83,affordable_with_plan,installments,2024-06-20:70.03|2024-07-18:70.03|2024-08-15:70.03|2024-09-12:70.03|2024-10-10:70.03|2024-11-07:70.03|2024-12-05:70.03|2025-01-02:70.03|2025-01-30:70.03|2025-02-27:70.03|2025-03-27:70.03|2025-04-24:70.03|2025-05-22:70.03|2025-06-19:70.03|2025-07-17:70.03|2025-08-14:70.03|2025-09-11:70.03|2025-10-09:70.03|2025-11-06:70.03|2025-12-04:70.03|2026-01-01:70.03,,none,"Use 21 installments of EUR 70.03, starting today. This leaves at least EUR 1847.52 available."
request_161,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 23010400.00 minimum protected.
request_162,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 24161100.00 minimum protected.
request_163,19285148.44,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-09-07,none,"Use 3 installments of IDR 6692053.33, starting 07 September 2024. This leaves at least IDR 27731464.27 available."
request_164,26991615.23,affordable_with_plan,installments,2025-02-18:1981320.00|2025-03-20:1981320.00|2025-04-19:1981320.00|2025-05-19:1981320.00|2025-06-18:1981320.00|2025-07-18:1981320.00|2025-08-17:1981320.00|2025-09-16:1981320.00|2025-10-16:1981320.00|2025-11-15:1981320.00|2025-12-15:1981320.00|2026-01-14:1981320.00|2026-02-13:1981320.00|2026-03-15:1981320.00|2026-04-14:1981320.00,2025-02-04,none,"Use 15 installments of IDR 1981320.00, starting 04 February 2025. This leaves at least IDR 68149509.20 available."
request_165,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 95000.00 minimum protected.
request_166,2904.76,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Use 3 installments of USD 1007.97, starting 03 December 2024. This leaves at least USD 5978.04 available."
request_167,43759.22,affordable_with_plan,installments,2025-05-12:3212.15|2025-06-11:3212.15|2025-07-11:3212.15|2025-08-10:3212.15|2025-09-09:3212.15|2025-10-09:3212.15|2025-11-08:3212.15|2025-12-08:3212.15|2026-01-07:3212.15|2026-02-06:3212.15|2026-03-08:3212.15|2026-04-07:3212.15|2026-05-07:3212.15|2026-06-06:3212.15|2026-07-06:3212.15,2025-05-05,none,"Use 15 installments of ZAR 3212.15, starting 05 May 2025. This leaves at least ZAR 95453.85 available."
request_168,49331.78,affordable_with_plan,partial_payment,2026-01-07:49331.78|2026-01-07:48.22,2026-01-07,none,"Pay INR 49331.78 today, and the rest later. This protects the INR 114400.00 minimum."
request_169,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the ZAR 18700.00 minimum protected.
request_170,36899929.69,affordable_with_plan,installments,2025-08-09:2708640.00|2025-09-08:2708640.00|2025-10-08:2708640.00|2025-11-07:2708640.00|2025-12-07:2708640.00|2026-01-06:2708640.00|2026-02-05:2708640.00|2026-03-07:2708640.00|2026-04-06:2708640.00|2026-05-06:2708640.00|2026-06-05:2708640.00|2026-07-05:2708640.00|2026-08-04:2708640.00|2026-09-03:2708640.00|2026-10-03:2708640.00,2025-08-06,none,"Use 15 installments of IDR 2708640.00, starting 06 August 2025. This leaves at least IDR 61321078.40 available."
request_171,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 500.00 minimum protected.
request_172,10190.04,affordable_with_plan,partial_payment,2024-06-05:10190.04|2024-06-05:9.96,2024-06-05,none,"Pay ZAR 10190.04 today, and the rest later. This protects the ZAR 27200.00 minimum."
request_173,83094.73,affordable_with_plan,installments,2025-11-07:8286.67|2025-12-07:8286.67|2026-01-06:8286.67|2026-02-05:8286.67|2026-03-07:8286.67|2026-04-06:8286.67|2026-05-06:8286.67|2026-06-05:8286.67|2026-07-05:8286.67|2026-08-04:8286.67|2026-09-03:8286.67|2026-10-03:8286.67|2026-11-02:8286.67|2026-12-02:8286.67|2027-01-01:8286.67,,none,"Use 15 installments of INR 8286.67, starting today. This leaves at least INR 129143.85 available."
request_174,1145.08,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"Use 3 installments of EUR 397.35, starting 04 April 2026. This leaves at least EUR 2073.99 available."
request_175,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 1700.00 minimum protected.
request_176,686.44,affordable_with_plan,installments,2025-02-17:90.91|2025-03-19:90.91|2025-04-18:90.91|2025-05-18:90.91|2025-06-17:90.91|2025-07-17:90.91|2025-08-16:90.91|2025-09-15:90.91|2025-10-15:90.91|2025-11-14:90.91|2025-12-14:90.91|2026-01-13:90.91|2026-02-12:90.91|2026-03-14:90.91|2026-04-13:90.91,,none,"Use 15 installments of EUR 90.91, starting today. This leaves at least EUR 1014.22 available."
request_177,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the USD 1300.00 minimum protected.
request_178,2935.23,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1018.54, starting 07 December 2024. This leaves at least EUR 4903.68 available."
request_179,37946859.38,affordable_with_plan,installments,2025-05-11:3054186.67|2025-06-10:3054186.67|2025-07-10:3054186.67|2025-08-09:3054186.67|2025-09-08:3054186.67|2025-10-08:3054186.67|2025-11-07:3054186.67|2025-12-07:3054186.67|2026-01-06:3054186.67|2026-02-05:3054186.67|2026-03-07:3054186.67|2026-04-06:3054186.67|2026-05-06:3054186.67|2026-06-05:3054186.67|2026-07-05:3054186.67,,none,"Use 15 installments of IDR 3054186.67, starting today. This leaves at least IDR 70225489.99 available."
request_180,66435.06,affordable_with_plan,installments,2026-07-20:4211.67|2026-08-20:4211.67|2026-09-20:4211.67|2026-10-21:4211.67|2026-11-21:4211.67|2026-12-22:4211.67|2027-01-22:4211.67|2027-02-22:4211.67|2027-03-25:4211.67|2027-04-25:4211.67|2027-05-26:4211.67|2027-06-26:4211.67|2027-07-27:4211.67|2027-08-27:4211.67|2027-09-27:4211.67|2027-10-28:4211.67|2027-11-28:4211.67|2027-12-29:4211.67,2026-07-06,none,"Use 18 installments of INR 4211.67, starting 06 July 2026. This leaves at least INR 120054.99 available."
request_181,1136.34,affordable_with_plan,installments,2024-03-03:284.28|2024-03-31:284.28|2024-04-28:284.28|2024-05-26:284.28|2024-06-23:284.28|2024-07-21:284.28|2024-08-18:284.28|2024-09-15:284.28|2024-10-13:284.28|2024-11-10:284.28|2024-12-08:284.28|2025-01-05:284.28|2025-02-02:284.28|2025-03-02:284.28|2025-03-30:284.28|2025-04-27:284.28|2025-05-25:284.28|2025-06-22:284.28|2025-07-20:284.28|2025-08-17:284.28|2025-09-14:284.28,,none,"Use 21 installments of USD 284.28, starting today. This leaves at least USD 2003.88 available."
request_182,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the ZAR 31100.00 minimum protected.
request_183,26839763.67,affordable_with_plan,installments,2026-04-14:1701513.33|2026-05-15:1701513.33|2026-06-15:1701513.33|2026-07-16:1701513.33|2026-08-16:1701513.33|2026-09-16:1701513.33|2026-10-17:1701513.33|2026-11-17:1701513.33|2026-12-18:1701513.33|2027-01-18:1701513.33|2027-02-18:1701513.33|2027-03-21:1701513.33|2027-04-21:1701513.33|2027-05-22:1701513.33|2027-06-22:1701513.33|2027-07-23:1701513.33|2027-08-23:1701513.33|2027-09-23:1701513.33,2026-04-07,none,"Use 18 installments of IDR 1701513.33, starting 07 April 2026. This leaves at least IDR 35721683.75 available."
request_184,47477.25,affordable_with_plan,installments,2024-06-18:14154.38|2024-07-16:14154.38|2024-08-13:14154.38|2024-09-10:14154.38|2024-10-08:14154.38|2024-11-05:14154.38|2024-12-03:14154.38|2024-12-31:14154.38|2025-01-28:14154.38|2025-02-25:14154.38|2025-03-25:14154.38|2025-04-22:14154.38|2025-05-20:14154.38|2025-06-17:14154.38|2025-07-15:14154.38|2025-08-12:14154.38|2025-09-09:14154.38|2025-10-07:14154.38|2025-11-04:14154.38|2025-12-02:14154.38|2025-12-30:14154.38,,none,"Use 21 installments of INR 14154.38, starting today. This leaves at least INR 115876.86 available."
request_185,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 1300.00 minimum protected.
request_186,22845.78,affordable_with_plan,installments,2026-01-06:1681.75|2026-02-06:1681.75|2026-03-09:1681.75|2026-04-09:1681.75|2026-05-10:1681.75|2026-06-10:1681.75|2026-07-11:1681.75|2026-08-11:1681.75|2026-09-11:1681.75|2026-10-12:1681.75|2026-11-12:1681.75|2026-12-13:1681.75|2027-01-13:1681.75|2027-02-13:1681.75|2027-03-16:1681.75|2027-04-16:1681.75|2027-05-17:1681.75|2027-06-17:1681.75,,none,"Use 18 installments of ZAR 1681.75, starting today. This leaves at least ZAR 39818.25 available."
request_187,67382.81,affordable_with_plan,installments,2024-09-12:10535.71|2024-10-10:10535.71|2024-11-07:10535.71|2024-12-05:10535.71|2025-01-02:10535.71|2025-01-30:10535.71|2025-02-27:10535.71|2025-03-27:10535.71|2025-04-24:10535.71|2025-05-22:10535.71|2025-06-19:10535.71|2025-07-17:10535.71|2025-08-14:10535.71|2025-09-11:10535.71|2025-10-09:10535.71|2025-11-06:10535.71|2025-12-04:10535.71|2026-01-01:10535.71|2026-01-29:10535.71|2026-02-26:10535.71|2026-03-26:10535.71,,none,"Use 21 installments of INR 10535.71, starting today. This leaves at least INR 164127.87 available."
request_188,584.72,affordable_with_plan,installments,2025-02-21:180.69|2025-03-23:180.69|2025-04-22:180.69|2025-05-22:180.69|2025-06-21:180.69|2025-07-21:180.69|2025-08-20:180.69|2025-09-19:180.69|2025-10-19:180.69|2025-11-18:180.69|2025-12-18:180.69|2026-01-17:180.69|2026-02-16:180.69|2026-03-18:180.69|2026-04-17:180.69,,none,"Use 15 installments of EUR 180.69, starting today. This leaves at least EUR 943.23 available."
request_189,487.92,affordable_with_plan,partial_payment,2026-07-04:487.92|2026-07-04:0.48,2026-07-04,none,"Pay EUR 487.92 today, and the rest later. This protects the EUR 400.00 minimum."
request_190,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 1600.00 minimum protected.
request_191,663.75,affordable_with_plan,installments,2025-05-10:48.72|2025-06-09:48.72|2025-07-09:48.72|2025-08-08:48.72|2025-09-07:48.72|2025-10-07:48.72|2025-11-06:48.72|2025-12-06:48.72|2026-01-05:48.72|2026-02-04:48.72|2026-03-06:48.72|2026-04-05:48.72|2026-05-05:48.72|2026-06-04:48.72|2026-07-04:48.72,2025-05-03,none,"Use 15 installments of EUR 48.72, starting 03 May 2025. This leaves at least EUR 1444.90 available."
request_192,383.62,affordable_with_plan,installments,2026-04-08:104.01|2026-05-08:104.01|2026-06-07:104.01|2026-07-07:104.01|2026-08-06:104.01|2026-09-05:104.01|2026-10-05:104.01|2026-11-04:104.01|2026-12-04:104.01|2027-01-03:104.01|2027-02-02:104.01|2027-03-04:104.01|2027-04-03:104.01|2027-05-03:104.01|2027-06-02:104.01|2027-07-02:104.01|2027-08-01:104.01|2027-08-31:104.01|2027-09-30:104.01|2027-10-30:104.01|2027-11-29:104.01|2027-12-29:104.01|2028-01-28:104.01|2028-02-27:104.01,,none,"Use 24 installments of USD 104.01, starting today. This leaves at least USD 1072.77 available."
request_193,310.15,affordable_with_plan,installments,2024-03-07:68.11|2024-04-04:68.11|2024-05-02:68.11|2024-05-30:68.11|2024-06-27:68.11|2024-07-25:68.11|2024-08-22:68.11|2024-09-19:68.11|2024-10-17:68.11|2024-11-14:68.11|2024-12-12:68.11|2025-01-09:68.11|2025-02-06:68.11|2025-03-06:68.11|2025-04-03:68.11|2025-05-01:68.11|2025-05-29:68.11|2025-06-26:68.11|2025-07-24:68.11|2025-08-21:68.11|2025-09-18:68.11,,none,"Use 21 installments of EUR 68.11, starting today. This leaves at least EUR 1038.18 available."
request_194,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 113600.00 minimum protected.
request_195,1169.26,affordable_with_plan,installments,2026-01-13:74.13|2026-02-13:74.13|2026-03-16:74.13|2026-04-16:74.13|2026-05-17:74.13|2026-06-17:74.13|2026-07-18:74.13|2026-08-18:74.13|2026-09-18:74.13|2026-10-19:74.13|2026-11-19:74.13|2026-12-20:74.13|2027-01-20:74.13|2027-02-20:74.13|2027-03-23:74.13|2027-04-23:74.13|2027-05-24:74.13|2027-06-24:74.13,2026-01-06,none,"Use 18 installments of EUR 74.13, starting 06 January 2026. This leaves at least EUR 1788.79 available."
request_196,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 500.00 minimum protected.
request_197,50889254.88,affordable_with_plan,installments,2025-11-05:3735526.67|2025-12-05:3735526.67|2026-01-04:3735526.67|2026-02-03:3735526.67|2026-03-05:3735526.67|2026-04-04:3735526.67|2026-05-04:3735526.67|2026-06-03:3735526.67|2026-07-03:3735526.67|2026-08-02:3735526.67|2026-09-01:3735526.67|2026-10-01:3735526.67|2026-10-31:3735526.67|2026-11-30:3735526.67|2026-12-30:3735526.67,2025-11-05,none,"Use 15 installments of IDR 3735526.67, starting 05 November 2025. This leaves at least IDR 81139111.58 available."
request_198,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 124300.00 minimum protected.
request_199,23650880.86,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8206986.67, starting 04 September 2024. This leaves at least IDR 112070858.93 available."
request_200,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 20114600.00 minimum protected.
request_201,23973565.43,affordable_with_plan,partial_payment,2026-04-03:23973565.43|2026-04-03:23434.57,2026-04-03,none,"Pay IDR 23973565.43 today, and the rest later. This protects the IDR 17304500.00 minimum."
request_202,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 147800.00 minimum protected.
request_203,1440.69,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 07 May 2025. This leaves at least EUR 6730.59 available."
request_204,588.17,affordable_with_plan,installments,2026-01-18:33.86|2026-02-18:33.86|2026-03-21:33.86|2026-04-21:33.86|2026-05-22:33.86|2026-06-22:33.86|2026-07-23:33.86|2026-08-23:33.86|2026-09-23:33.86|2026-10-24:33.86|2026-11-24:33.86|2026-12-25:33.86|2027-01-25:33.86|2027-02-25:33.86|2027-03-28:33.86|2027-04-28:33.86|2027-05-29:33.86|2027-06-29:33.86,2026-01-04,none,"Use 18 installments of EUR 33.86, starting 04 January 2026. This leaves at least EUR 2447.70 available."
request_205,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 13994300.00 minimum protected.
request_206,1403.33,affordable_with_plan,partial_payment,2025-08-03:1403.33|2025-08-03:1.37,2025-08-03,none,"Pay EUR 1403.33 today, and the rest later. This protects the EUR 900.00 minimum."
